SEQN,cycle,RIDAGEYR,sub_cluster_id
10719,2001-2002,58.0,-1
10720,2001-2002,67.0,-1
10725,2001-2002,67.0,1
10735,2001-2002,52.0,-1
10747,2001-2002,39.0,1
10768,2001-2002,56.0,1
10783,2001-2002,46.0,1
10793,2001-2002,34.0,1
10804,2001-2002,46.0,-1
10810,2001-2002,54.0,1
10820,2001-2002,38.0,1
10871,2001-2002,52.0,1
10885,2001-2002,37.0,-1
10886,2001-2002,68.0,-1
10895,2001-2002,36.0,1
10929,2001-2002,68.0,-1
10937,2001-2002,43.0,1
10962,2001-2002,66.0,-1
10966,2001-2002,55.0,1
10975,2001-2002,63.0,1
10979,2001-2002,25.0,1
10982,2001-2002,40.0,1
10996,2001-2002,45.0,-1
11017,2001-2002,48.0,-1
11025,2001-2002,35.0,1
11037,2001-2002,44.0,1
11052,2001-2002,56.0,-1
11070,2001-2002,67.0,1
11097,2001-2002,62.0,1
11145,2001-2002,24.0,-1
11148,2001-2002,52.0,-1
11160,2001-2002,61.0,1
11187,2001-2002,48.0,-1
11188,2001-2002,52.0,1
11259,2001-2002,26.0,1
11260,2001-2002,69.0,-1
11276,2001-2002,43.0,1
11280,2001-2002,22.0,1
11289,2001-2002,40.0,1
11297,2001-2002,61.0,-1
11302,2001-2002,67.0,-1
11303,2001-2002,58.0,-1
11327,2001-2002,47.0,1
11335,2001-2002,24.0,1
11345,2001-2002,62.0,1
11353,2001-2002,47.0,1
11362,2001-2002,47.0,1
11377,2001-2002,29.0,1
11383,2001-2002,52.0,1
11403,2001-2002,64.0,1
11409,2001-2002,62.0,1
11412,2001-2002,68.0,-1
11420,2001-2002,50.0,1
11422,2001-2002,52.0,1
11437,2001-2002,52.0,1
11459,2001-2002,60.0,-1
11467,2001-2002,26.0,1
11476,2001-2002,51.0,1
11485,2001-2002,66.0,1
11490,2001-2002,61.0,1
11552,2001-2002,61.0,1
11577,2001-2002,44.0,1
11579,2001-2002,55.0,-1
11584,2001-2002,42.0,1
11591,2001-2002,58.0,1
11592,2001-2002,55.0,1
11600,2001-2002,61.0,1
11602,2001-2002,54.0,-1
11619,2001-2002,22.0,-1
11628,2001-2002,63.0,-1
11639,2001-2002,52.0,-1
11679,2001-2002,45.0,1
11719,2001-2002,27.0,-1
11724,2001-2002,44.0,-1
11725,2001-2002,50.0,-1
11732,2001-2002,41.0,1
11742,2001-2002,53.0,1
11746,2001-2002,42.0,1
11756,2001-2002,63.0,1
11760,2001-2002,61.0,1
11775,2001-2002,53.0,-1
11797,2001-2002,64.0,-1
11804,2001-2002,39.0,1
11813,2001-2002,38.0,-1
11816,2001-2002,39.0,-1
11817,2001-2002,68.0,1
11826,2001-2002,69.0,1
11835,2001-2002,66.0,-1
11836,2001-2002,49.0,1
11841,2001-2002,61.0,-1
11853,2001-2002,27.0,1
11862,2001-2002,32.0,1
11878,2001-2002,33.0,1
11889,2001-2002,52.0,1
11904,2001-2002,51.0,1
11912,2001-2002,42.0,-1
11961,2001-2002,69.0,1
11966,2001-2002,45.0,1
11979,2001-2002,63.0,-1
12002,2001-2002,67.0,1
12018,2001-2002,38.0,1
12042,2001-2002,26.0,-1
12053,2001-2002,44.0,-1
12061,2001-2002,60.0,1
12064,2001-2002,62.0,-1
12067,2001-2002,62.0,-1
12070,2001-2002,58.0,-1
12129,2001-2002,68.0,-1
12131,2001-2002,60.0,1
12144,2001-2002,43.0,1
12150,2001-2002,38.0,-1
12170,2001-2002,32.0,-1
12177,2001-2002,69.0,1
12181,2001-2002,60.0,1
12187,2001-2002,54.0,-1
12214,2001-2002,42.0,-1
12252,2001-2002,37.0,1
12254,2001-2002,64.0,1
12268,2001-2002,50.0,1
12270,2001-2002,37.0,1
12303,2001-2002,29.0,1
12313,2001-2002,60.0,-1
12319,2001-2002,47.0,1
12339,2001-2002,38.0,1
12348,2001-2002,66.0,1
12369,2001-2002,56.0,-1
12370,2001-2002,25.0,1
12376,2001-2002,61.0,1
12382,2001-2002,46.0,-1
12385,2001-2002,57.0,1
12392,2001-2002,28.0,-1
12409,2001-2002,34.0,1
12416,2001-2002,67.0,1
12428,2001-2002,51.0,-1
12458,2001-2002,50.0,-1
12484,2001-2002,62.0,1
12510,2001-2002,65.0,-1
12516,2001-2002,39.0,1
12518,2001-2002,45.0,-1
12539,2001-2002,59.0,-1
12547,2001-2002,46.0,1
12570,2001-2002,55.0,-1
12589,2001-2002,37.0,1
12596,2001-2002,67.0,-1
12611,2001-2002,22.0,1
12612,2001-2002,43.0,1
12625,2001-2002,33.0,-1
12635,2001-2002,40.0,1
12642,2001-2002,33.0,1
12652,2001-2002,60.0,1
12656,2001-2002,38.0,1
12657,2001-2002,56.0,1
12667,2001-2002,52.0,-1
12674,2001-2002,65.0,1
12693,2001-2002,48.0,1
12694,2001-2002,38.0,1
12697,2001-2002,59.0,-1
12698,2001-2002,41.0,-1
12699,2001-2002,45.0,1
12702,2001-2002,51.0,1
12714,2001-2002,60.0,1
12720,2001-2002,37.0,1
12761,2001-2002,41.0,-1
12767,2001-2002,62.0,1
12770,2001-2002,45.0,1
12780,2001-2002,44.0,1
12790,2001-2002,65.0,-1
12817,2001-2002,69.0,1
12819,2001-2002,40.0,-1
12835,2001-2002,50.0,1
12841,2001-2002,22.0,-1
12848,2001-2002,39.0,-1
12851,2001-2002,46.0,1
12852,2001-2002,27.0,1
12854,2001-2002,42.0,1
12896,2001-2002,68.0,1
12898,2001-2002,23.0,1
12899,2001-2002,42.0,1
12907,2001-2002,41.0,1
12916,2001-2002,57.0,1
12922,2001-2002,25.0,1
12926,2001-2002,46.0,1
12933,2001-2002,23.0,1
12945,2001-2002,62.0,1
12953,2001-2002,50.0,1
12963,2001-2002,60.0,1
12973,2001-2002,45.0,-1
12980,2001-2002,59.0,1
12983,2001-2002,51.0,1
12993,2001-2002,68.0,1
13015,2001-2002,53.0,1
13025,2001-2002,44.0,1
13060,2001-2002,46.0,1
13066,2001-2002,66.0,1
13071,2001-2002,34.0,-1
13078,2001-2002,42.0,1
13110,2001-2002,30.0,-1
13113,2001-2002,22.0,-1
13149,2001-2002,41.0,1
13178,2001-2002,69.0,1
13182,2001-2002,35.0,-1
13194,2001-2002,46.0,1
13203,2001-2002,60.0,-1
13215,2001-2002,59.0,1
13217,2001-2002,44.0,1
13229,2001-2002,22.0,-1
13244,2001-2002,49.0,-1
13248,2001-2002,54.0,1
13254,2001-2002,62.0,1
13273,2001-2002,66.0,-1
13280,2001-2002,35.0,1
13290,2001-2002,57.0,-1
13293,2001-2002,32.0,1
13318,2001-2002,20.0,1
13326,2001-2002,63.0,1
13327,2001-2002,46.0,1
13340,2001-2002,44.0,1
13344,2001-2002,45.0,1
13346,2001-2002,32.0,1
13362,2001-2002,29.0,1
13365,2001-2002,50.0,1
13384,2001-2002,28.0,1
13400,2001-2002,38.0,1
13401,2001-2002,36.0,-1
13426,2001-2002,50.0,1
13428,2001-2002,48.0,1
13435,2001-2002,45.0,-1
13442,2001-2002,32.0,1
13458,2001-2002,46.0,-1
13468,2001-2002,25.0,1
13477,2001-2002,41.0,-1
13481,2001-2002,22.0,1
13482,2001-2002,26.0,-1
13493,2001-2002,43.0,-1
13496,2001-2002,24.0,1
13502,2001-2002,51.0,1
13505,2001-2002,63.0,1
13507,2001-2002,57.0,1
13515,2001-2002,37.0,1
13516,2001-2002,38.0,-1
13517,2001-2002,52.0,1
13518,2001-2002,55.0,-1
13523,2001-2002,44.0,-1
13558,2001-2002,45.0,-1
13570,2001-2002,38.0,1
13574,2001-2002,46.0,1
13577,2001-2002,34.0,1
13601,2001-2002,49.0,1
13609,2001-2002,57.0,1
13618,2001-2002,52.0,1
13629,2001-2002,64.0,1
13637,2001-2002,56.0,1
13652,2001-2002,23.0,-1
13654,2001-2002,45.0,1
13665,2001-2002,62.0,1
13682,2001-2002,58.0,1
13684,2001-2002,60.0,1
13712,2001-2002,68.0,-1
13715,2001-2002,60.0,-1
13721,2001-2002,41.0,-1
13731,2001-2002,65.0,1
13745,2001-2002,47.0,1
13759,2001-2002,36.0,-1
13765,2001-2002,69.0,-1
13769,2001-2002,42.0,1
13770,2001-2002,61.0,1
13787,2001-2002,67.0,1
13809,2001-2002,59.0,-1
13822,2001-2002,51.0,-1
13839,2001-2002,31.0,1
13842,2001-2002,43.0,-1
13843,2001-2002,45.0,1
13845,2001-2002,52.0,1
13858,2001-2002,55.0,-1
13869,2001-2002,46.0,1
13881,2001-2002,54.0,1
13898,2001-2002,55.0,1
13912,2001-2002,52.0,1
13916,2001-2002,48.0,1
13921,2001-2002,43.0,1
13935,2001-2002,63.0,1
13937,2001-2002,58.0,-1
13960,2001-2002,45.0,1
13963,2001-2002,51.0,1
13980,2001-2002,65.0,-1
13996,2001-2002,58.0,1
14011,2001-2002,51.0,1
14019,2001-2002,20.0,1
14040,2001-2002,45.0,-1
14042,2001-2002,47.0,1
14046,2001-2002,47.0,1
14048,2001-2002,31.0,1
14055,2001-2002,48.0,1
14064,2001-2002,42.0,-1
14073,2001-2002,62.0,-1
14080,2001-2002,62.0,1
14088,2001-2002,50.0,1
14097,2001-2002,50.0,1
14100,2001-2002,66.0,1
14111,2001-2002,62.0,-1
14124,2001-2002,24.0,-1
14142,2001-2002,33.0,1
14147,2001-2002,47.0,1
14186,2001-2002,30.0,-1
14187,2001-2002,48.0,-1
14227,2001-2002,21.0,1
14252,2001-2002,45.0,1
14276,2001-2002,67.0,-1
14284,2001-2002,59.0,1
14285,2001-2002,60.0,1
14287,2001-2002,39.0,-1
14295,2001-2002,28.0,1
14305,2001-2002,38.0,-1
14311,2001-2002,53.0,1
14313,2001-2002,69.0,1
14326,2001-2002,54.0,-1
14331,2001-2002,52.0,1
14336,2001-2002,44.0,1
14355,2001-2002,39.0,1
14359,2001-2002,61.0,-1
14398,2001-2002,36.0,1
14399,2001-2002,60.0,1
14410,2001-2002,43.0,1
14437,2001-2002,43.0,1
14482,2001-2002,43.0,1
14488,2001-2002,49.0,-1
14500,2001-2002,61.0,-1
14513,2001-2002,60.0,-1
14594,2001-2002,48.0,1
14595,2001-2002,67.0,-1
14601,2001-2002,61.0,1
14604,2001-2002,50.0,1
14623,2001-2002,31.0,1
14631,2001-2002,27.0,1
14645,2001-2002,54.0,1
14664,2001-2002,53.0,1
14667,2001-2002,26.0,-1
14669,2001-2002,27.0,1
14672,2001-2002,44.0,1
14676,2001-2002,64.0,1
14696,2001-2002,46.0,1
14703,2001-2002,43.0,-1
14708,2001-2002,24.0,-1
14721,2001-2002,31.0,1
14729,2001-2002,23.0,1
14745,2001-2002,67.0,1
14749,2001-2002,64.0,1
14758,2001-2002,28.0,1
14760,2001-2002,63.0,-1
14776,2001-2002,62.0,-1
14786,2001-2002,60.0,1
14799,2001-2002,51.0,-1
14809,2001-2002,37.0,1
14811,2001-2002,60.0,1
14821,2001-2002,54.0,1
14831,2001-2002,30.0,1
14849,2001-2002,63.0,1
14852,2001-2002,67.0,-1
14855,2001-2002,33.0,1
14856,2001-2002,52.0,1
14858,2001-2002,57.0,1
14872,2001-2002,49.0,1
14877,2001-2002,58.0,1
14880,2001-2002,48.0,1
14917,2001-2002,61.0,1
14921,2001-2002,60.0,-1
14940,2001-2002,69.0,1
14941,2001-2002,50.0,-1
14958,2001-2002,67.0,1
14965,2001-2002,53.0,1
14971,2001-2002,47.0,-1
14980,2001-2002,52.0,-1
14998,2001-2002,43.0,1
15012,2001-2002,61.0,1
15019,2001-2002,25.0,-1
15051,2001-2002,50.0,1
15062,2001-2002,42.0,-1
15064,2001-2002,22.0,1
15077,2001-2002,64.0,-1
15095,2001-2002,37.0,1
15116,2001-2002,67.0,1
15133,2001-2002,54.0,1
15139,2001-2002,63.0,-1
15161,2001-2002,66.0,1
15183,2001-2002,60.0,1
15193,2001-2002,50.0,1
15194,2001-2002,50.0,1
15218,2001-2002,59.0,-1
15221,2001-2002,47.0,1
15222,2001-2002,45.0,1
15238,2001-2002,56.0,-1
15240,2001-2002,47.0,-1
15261,2001-2002,64.0,1
15266,2001-2002,62.0,-1
15291,2001-2002,26.0,1
15294,2001-2002,58.0,-1
15310,2001-2002,50.0,-1
15342,2001-2002,26.0,1
15365,2001-2002,25.0,1
15366,2001-2002,48.0,-1
15382,2001-2002,62.0,1
15399,2001-2002,35.0,1
15404,2001-2002,42.0,1
15427,2001-2002,20.0,-1
15461,2001-2002,58.0,-1
15482,2001-2002,56.0,1
15491,2001-2002,40.0,1
15493,2001-2002,66.0,-1
15530,2001-2002,51.0,-1
15534,2001-2002,24.0,1
15552,2001-2002,45.0,1
15560,2001-2002,40.0,1
15577,2001-2002,36.0,1
15604,2001-2002,35.0,1
15617,2001-2002,55.0,1
15618,2001-2002,69.0,1
15627,2001-2002,56.0,1
15629,2001-2002,45.0,1
15632,2001-2002,28.0,-1
15655,2001-2002,68.0,-1
15656,2001-2002,33.0,1
15694,2001-2002,57.0,1
15716,2001-2002,45.0,1
15723,2001-2002,64.0,-1
15778,2001-2002,63.0,1
15800,2001-2002,26.0,1
15801,2001-2002,39.0,-1
15813,2001-2002,61.0,1
15828,2001-2002,55.0,1
15841,2001-2002,26.0,1
15853,2001-2002,42.0,1
15856,2001-2002,37.0,1
15875,2001-2002,44.0,-1
15895,2001-2002,60.0,1
15921,2001-2002,43.0,-1
15926,2001-2002,41.0,1
15937,2001-2002,63.0,1
15952,2001-2002,63.0,-1
15953,2001-2002,48.0,1
15956,2001-2002,62.0,-1
15970,2001-2002,68.0,1
15972,2001-2002,50.0,1
15978,2001-2002,61.0,1
15987,2001-2002,52.0,-1
16009,2001-2002,25.0,-1
16029,2001-2002,52.0,1
16038,2001-2002,61.0,1
16043,2001-2002,41.0,-1
16069,2001-2002,64.0,-1
16088,2001-2002,55.0,1
16105,2001-2002,54.0,1
16115,2001-2002,39.0,-1
16116,2001-2002,34.0,1
16117,2001-2002,31.0,1
16126,2001-2002,48.0,-1
16131,2001-2002,67.0,1
16133,2001-2002,37.0,-1
16134,2001-2002,43.0,1
16200,2001-2002,66.0,-1
16201,2001-2002,50.0,1
16226,2001-2002,50.0,-1
16239,2001-2002,60.0,1
16249,2001-2002,57.0,1
16291,2001-2002,37.0,1
16309,2001-2002,43.0,1
16314,2001-2002,28.0,1
16329,2001-2002,53.0,1
16342,2001-2002,42.0,-1
16359,2001-2002,28.0,1
16380,2001-2002,35.0,1
16411,2001-2002,54.0,1
16415,2001-2002,53.0,-1
16418,2001-2002,53.0,1
16424,2001-2002,59.0,1
16435,2001-2002,44.0,-1
16442,2001-2002,26.0,-1
16446,2001-2002,54.0,1
16447,2001-2002,66.0,-1
16476,2001-2002,65.0,-1
16503,2001-2002,45.0,1
16505,2001-2002,29.0,-1
16506,2001-2002,61.0,1
16516,2001-2002,34.0,1
16520,2001-2002,39.0,1
16527,2001-2002,43.0,-1
16539,2001-2002,54.0,-1
16551,2001-2002,57.0,1
16566,2001-2002,66.0,1
16568,2001-2002,37.0,-1
16570,2001-2002,67.0,1
16579,2001-2002,47.0,1
16587,2001-2002,61.0,1
16591,2001-2002,37.0,1
16599,2001-2002,35.0,1
16607,2001-2002,49.0,1
16636,2001-2002,34.0,1
16640,2001-2002,21.0,1
16641,2001-2002,64.0,1
16642,2001-2002,44.0,1
16662,2001-2002,64.0,-1
16678,2001-2002,64.0,-1
16686,2001-2002,63.0,-1
16693,2001-2002,51.0,1
16697,2001-2002,26.0,1
16711,2001-2002,49.0,-1
16757,2001-2002,39.0,-1
16774,2001-2002,42.0,1
16775,2001-2002,24.0,1
16806,2001-2002,44.0,1
16813,2001-2002,30.0,1
16815,2001-2002,62.0,-1
16834,2001-2002,39.0,1
16844,2001-2002,41.0,1
16849,2001-2002,42.0,-1
16850,2001-2002,30.0,1
16869,2001-2002,47.0,1
16895,2001-2002,51.0,-1
16902,2001-2002,53.0,1
16912,2001-2002,44.0,1
16918,2001-2002,65.0,-1
16919,2001-2002,51.0,1
16927,2001-2002,49.0,-1
16929,2001-2002,39.0,1
16938,2001-2002,66.0,1
16956,2001-2002,60.0,1
16965,2001-2002,43.0,1
16978,2001-2002,69.0,-1
16986,2001-2002,61.0,1
16988,2001-2002,48.0,1
16993,2001-2002,56.0,-1
16995,2001-2002,59.0,-1
17008,2001-2002,22.0,1
17029,2001-2002,51.0,1
17030,2001-2002,32.0,1
17034,2001-2002,69.0,1
17038,2001-2002,63.0,-1
17042,2001-2002,68.0,-1
17048,2001-2002,47.0,1
17051,2001-2002,65.0,-1
17057,2001-2002,25.0,1
17061,2001-2002,64.0,-1
17078,2001-2002,32.0,1
17080,2001-2002,60.0,1
17088,2001-2002,30.0,1
17102,2001-2002,66.0,1
17109,2001-2002,37.0,-1
17117,2001-2002,47.0,1
17122,2001-2002,55.0,-1
17135,2001-2002,61.0,-1
17155,2001-2002,50.0,1
17158,2001-2002,62.0,-1
17170,2001-2002,39.0,1
17181,2001-2002,51.0,-1
17189,2001-2002,27.0,-1
17195,2001-2002,27.0,1
17231,2001-2002,50.0,-1
17246,2001-2002,38.0,1
17249,2001-2002,45.0,-1
17258,2001-2002,37.0,1
17260,2001-2002,54.0,1
17265,2001-2002,58.0,1
17267,2001-2002,49.0,1
17268,2001-2002,61.0,-1
17312,2001-2002,51.0,1
17347,2001-2002,59.0,1
17349,2001-2002,65.0,-1
17352,2001-2002,24.0,-1
17414,2001-2002,63.0,-1
17417,2001-2002,20.0,1
17420,2001-2002,56.0,1
17428,2001-2002,47.0,-1
17439,2001-2002,66.0,1
17440,2001-2002,58.0,-1
17444,2001-2002,45.0,1
17446,2001-2002,59.0,-1
17453,2001-2002,65.0,-1
17461,2001-2002,46.0,1
17501,2001-2002,52.0,1
17503,2001-2002,54.0,1
17527,2001-2002,57.0,1
17541,2001-2002,34.0,1
17553,2001-2002,40.0,-1
17566,2001-2002,58.0,1
17569,2001-2002,60.0,1
17579,2001-2002,27.0,1
17587,2001-2002,37.0,-1
17607,2001-2002,64.0,-1
17608,2001-2002,44.0,1
17620,2001-2002,41.0,-1
17633,2001-2002,68.0,1
17636,2001-2002,66.0,1
17637,2001-2002,52.0,1
17639,2001-2002,53.0,1
17649,2001-2002,45.0,1
17650,2001-2002,31.0,1
17654,2001-2002,42.0,-1
17674,2001-2002,45.0,1
17689,2001-2002,30.0,1
17694,2001-2002,64.0,1
17704,2001-2002,67.0,1
17706,2001-2002,35.0,1
17713,2001-2002,50.0,-1
17730,2001-2002,42.0,1
17768,2001-2002,68.0,1
17778,2001-2002,50.0,-1
17804,2001-2002,53.0,1
17812,2001-2002,54.0,-1
17821,2001-2002,47.0,-1
17826,2001-2002,30.0,1
17837,2001-2002,46.0,1
17842,2001-2002,40.0,1
17843,2001-2002,67.0,1
17861,2001-2002,68.0,1
17880,2001-2002,37.0,1
17890,2001-2002,68.0,1
17901,2001-2002,69.0,-1
17912,2001-2002,23.0,1
17939,2001-2002,68.0,-1
17942,2001-2002,62.0,1
17952,2001-2002,52.0,1
17953,2001-2002,49.0,1
17965,2001-2002,40.0,1
17968,2001-2002,42.0,-1
17979,2001-2002,62.0,1
17991,2001-2002,26.0,1
18005,2001-2002,39.0,1
18006,2001-2002,53.0,1
18012,2001-2002,51.0,1
18028,2001-2002,69.0,1
18030,2001-2002,28.0,1
18036,2001-2002,57.0,1
18039,2001-2002,40.0,1
18043,2001-2002,45.0,-1
18048,2001-2002,53.0,1
18056,2001-2002,62.0,-1
18062,2001-2002,34.0,1
18070,2001-2002,43.0,-1
18095,2001-2002,24.0,1
18109,2001-2002,56.0,1
18112,2001-2002,41.0,1
18115,2001-2002,54.0,1
18121,2001-2002,42.0,-1
18154,2001-2002,24.0,1
18172,2001-2002,33.0,1
18209,2001-2002,65.0,1
18216,2001-2002,31.0,-1
18217,2001-2002,57.0,1
18225,2001-2002,59.0,1
18240,2001-2002,35.0,1
18273,2001-2002,37.0,1
18293,2001-2002,21.0,1
18295,2001-2002,30.0,1
18316,2001-2002,49.0,1
18317,2001-2002,36.0,1
18344,2001-2002,62.0,-1
18359,2001-2002,61.0,1
18363,2001-2002,44.0,1
18380,2001-2002,57.0,1
18399,2001-2002,28.0,1
18414,2001-2002,30.0,1
18418,2001-2002,40.0,-1
18428,2001-2002,28.0,-1
18448,2001-2002,49.0,1
18463,2001-2002,28.0,1
18467,2001-2002,40.0,1
18471,2001-2002,36.0,1
18480,2001-2002,49.0,1
18484,2001-2002,44.0,1
18486,2001-2002,45.0,1
18497,2001-2002,57.0,-1
18499,2001-2002,63.0,1
18501,2001-2002,67.0,-1
18503,2001-2002,61.0,-1
18508,2001-2002,60.0,1
18517,2001-2002,51.0,1
18524,2001-2002,28.0,-1
18534,2001-2002,34.0,1
18540,2001-2002,47.0,1
18551,2001-2002,68.0,-1
18582,2001-2002,61.0,1
18583,2001-2002,22.0,1
18601,2001-2002,49.0,-1
18604,2001-2002,28.0,1
18617,2001-2002,67.0,1
18709,2001-2002,62.0,1
18717,2001-2002,46.0,1
18735,2001-2002,38.0,-1
18738,2001-2002,46.0,1
18743,2001-2002,32.0,1
18746,2001-2002,62.0,1
18757,2001-2002,35.0,1
18791,2001-2002,35.0,1
18817,2001-2002,46.0,1
18824,2001-2002,42.0,1
18827,2001-2002,67.0,-1
18865,2001-2002,22.0,1
18893,2001-2002,41.0,1
18894,2001-2002,61.0,1
18919,2001-2002,60.0,1
18929,2001-2002,50.0,-1
18941,2001-2002,21.0,1
18963,2001-2002,58.0,1
18984,2001-2002,36.0,1
18989,2001-2002,59.0,-1
18994,2001-2002,62.0,-1
18996,2001-2002,29.0,1
19038,2001-2002,44.0,-1
19050,2001-2002,53.0,-1
19051,2001-2002,41.0,1
19056,2001-2002,63.0,1
19074,2001-2002,66.0,-1
19090,2001-2002,64.0,-1
19097,2001-2002,67.0,-1
19106,2001-2002,52.0,1
19129,2001-2002,27.0,1
19154,2001-2002,60.0,-1
19156,2001-2002,22.0,1
19159,2001-2002,43.0,-1
19161,2001-2002,25.0,1
19162,2001-2002,61.0,1
19172,2001-2002,41.0,1
19180,2001-2002,67.0,-1
19199,2001-2002,55.0,1
19201,2001-2002,37.0,-1
19205,2001-2002,53.0,1
19258,2001-2002,58.0,1
19285,2001-2002,54.0,1
19298,2001-2002,54.0,1
19299,2001-2002,50.0,-1
19303,2001-2002,52.0,1
19321,2001-2002,47.0,1
19348,2001-2002,66.0,-1
19355,2001-2002,56.0,1
19357,2001-2002,56.0,1
19359,2001-2002,68.0,1
19360,2001-2002,53.0,1
19369,2001-2002,55.0,1
19382,2001-2002,53.0,-1
19398,2001-2002,69.0,-1
19413,2001-2002,64.0,1
19418,2001-2002,27.0,1
19426,2001-2002,63.0,-1
19432,2001-2002,30.0,-1
19452,2001-2002,48.0,1
19454,2001-2002,41.0,1
19458,2001-2002,46.0,-1
19486,2001-2002,31.0,1
19502,2001-2002,63.0,1
19538,2001-2002,51.0,-1
19549,2001-2002,41.0,-1
19556,2001-2002,46.0,-1
19560,2001-2002,60.0,1
19570,2001-2002,67.0,1
19579,2001-2002,60.0,-1
19582,2001-2002,65.0,1
19594,2001-2002,33.0,1
19603,2001-2002,48.0,-1
19622,2001-2002,38.0,-1
19623,2001-2002,58.0,1
19646,2001-2002,40.0,1
19649,2001-2002,37.0,1
19669,2001-2002,67.0,-1
19674,2001-2002,63.0,1
19682,2001-2002,38.0,1
19686,2001-2002,67.0,-1
19705,2001-2002,26.0,1
19709,2001-2002,39.0,-1
19723,2001-2002,27.0,1
19729,2001-2002,49.0,1
19744,2001-2002,34.0,1
19756,2001-2002,63.0,-1
19757,2001-2002,54.0,1
19761,2001-2002,54.0,1
19764,2001-2002,47.0,-1
19800,2001-2002,53.0,1
19805,2001-2002,44.0,-1
19811,2001-2002,27.0,1
19813,2001-2002,57.0,1
19822,2001-2002,42.0,1
19824,2001-2002,66.0,1
19829,2001-2002,57.0,-1
19847,2001-2002,55.0,1
19857,2001-2002,30.0,-1
19911,2001-2002,47.0,1
19916,2001-2002,63.0,1
19927,2001-2002,66.0,1
19929,2001-2002,45.0,1
19934,2001-2002,24.0,-1
19941,2001-2002,42.0,-1
19945,2001-2002,56.0,1
19947,2001-2002,66.0,1
19965,2001-2002,40.0,1
19975,2001-2002,60.0,1
19995,2001-2002,32.0,1
20025,2001-2002,65.0,1
20029,2001-2002,28.0,-1
20045,2001-2002,69.0,1
20052,2001-2002,42.0,1
20063,2001-2002,20.0,1
20074,2001-2002,23.0,1
20108,2001-2002,60.0,1
20113,2001-2002,62.0,1
20115,2001-2002,51.0,-1
20119,2001-2002,50.0,1
20129,2001-2002,30.0,1
20137,2001-2002,69.0,1
20143,2001-2002,61.0,-1
20150,2001-2002,49.0,-1
20179,2001-2002,50.0,1
20183,2001-2002,53.0,1
20195,2001-2002,52.0,1
20198,2001-2002,65.0,1
20204,2001-2002,44.0,1
20212,2001-2002,51.0,1
20229,2001-2002,68.0,1
20236,2001-2002,44.0,-1
20246,2001-2002,43.0,1
20247,2001-2002,32.0,-1
20286,2001-2002,57.0,1
20292,2001-2002,46.0,-1
20297,2001-2002,54.0,1
20299,2001-2002,52.0,1
20303,2001-2002,62.0,1
20307,2001-2002,34.0,1
20330,2001-2002,22.0,-1
20339,2001-2002,37.0,-1
20350,2001-2002,55.0,1
20354,2001-2002,68.0,1
20362,2001-2002,55.0,-1
20369,2001-2002,27.0,1
20376,2001-2002,35.0,-1
20378,2001-2002,29.0,-1
20381,2001-2002,22.0,1
20386,2001-2002,53.0,-1
20398,2001-2002,45.0,1
20417,2001-2002,45.0,-1
20440,2001-2002,63.0,1
20454,2001-2002,30.0,1
20474,2001-2002,23.0,-1
20480,2001-2002,29.0,1
20504,2001-2002,60.0,1
20553,2001-2002,52.0,1
20583,2001-2002,65.0,-1
20595,2001-2002,56.0,1
20603,2001-2002,52.0,1
20629,2001-2002,49.0,1
20630,2001-2002,57.0,1
20634,2001-2002,29.0,1
20644,2001-2002,29.0,-1
20650,2001-2002,36.0,1
20652,2001-2002,29.0,1
20656,2001-2002,61.0,1
20658,2001-2002,47.0,-1
20681,2001-2002,32.0,1
20682,2001-2002,65.0,-1
20688,2001-2002,34.0,1
20695,2001-2002,21.0,-1
20704,2001-2002,47.0,1
20707,2001-2002,34.0,1
20719,2001-2002,29.0,1
20720,2001-2002,52.0,1
20724,2001-2002,28.0,1
20733,2001-2002,20.0,1
20737,2001-2002,55.0,1
20746,2001-2002,59.0,1
20756,2001-2002,36.0,1
20765,2001-2002,61.0,1
20775,2001-2002,60.0,-1
20790,2001-2002,23.0,1
20799,2001-2002,66.0,1
20807,2001-2002,66.0,1
20818,2001-2002,48.0,-1
20826,2001-2002,64.0,-1
20850,2001-2002,61.0,1
20868,2001-2002,58.0,1
20872,2001-2002,66.0,-1
20874,2001-2002,41.0,-1
20899,2001-2002,64.0,1
20904,2001-2002,64.0,1
20907,2001-2002,67.0,1
20917,2001-2002,66.0,1
20929,2001-2002,43.0,-1
20959,2001-2002,49.0,1
20963,2001-2002,32.0,-1
20965,2001-2002,40.0,1
20973,2001-2002,48.0,1
20977,2001-2002,32.0,1
20986,2001-2002,44.0,1
20992,2001-2002,61.0,1
20993,2001-2002,32.0,-1
20994,2001-2002,67.0,1
21019,2003-2004,50.0,-1
21029,2003-2004,40.0,1
21033,2003-2004,57.0,1
21048,2003-2004,42.0,1
21050,2003-2004,69.0,-1
21063,2003-2004,69.0,-1
21065,2003-2004,52.0,1
21067,2003-2004,25.0,1
21068,2003-2004,57.0,1
21084,2003-2004,57.0,1
21089,2003-2004,38.0,-1
21090,2003-2004,56.0,1
21091,2003-2004,25.0,1
21093,2003-2004,64.0,1
21096,2003-2004,68.0,1
21105,2003-2004,26.0,1
21107,2003-2004,20.0,1
21118,2003-2004,66.0,1
21120,2003-2004,60.0,-1
21143,2003-2004,65.0,-1
