SEQN,cycle,RIDAGEYR,sub_cluster_id
89214,2015-2016,51.0,-1
89222,2015-2016,53.0,1
89233,2015-2016,31.0,1
89241,2015-2016,44.0,1
89243,2015-2016,49.0,1
89249,2015-2016,57.0,-1
89255,2015-2016,55.0,1
89265,2015-2016,52.0,1
89267,2015-2016,25.0,1
89271,2015-2016,57.0,1
89275,2015-2016,67.0,1
89276,2015-2016,45.0,1
89280,2015-2016,57.0,1
89294,2015-2016,63.0,1
89299,2015-2016,58.0,1
89305,2015-2016,32.0,-1
89308,2015-2016,60.0,1
89313,2015-2016,51.0,-1
89314,2015-2016,39.0,1
89316,2015-2016,61.0,1
89317,2015-2016,24.0,1
89319,2015-2016,60.0,1
89320,2015-2016,65.0,1
89321,2015-2016,67.0,1
89325,2015-2016,44.0,1
89326,2015-2016,54.0,1
89331,2015-2016,35.0,-1
89338,2015-2016,68.0,1
89351,2015-2016,67.0,1
89352,2015-2016,66.0,-1
89358,2015-2016,42.0,-1
89359,2015-2016,30.0,-1
89370,2015-2016,69.0,1
89371,2015-2016,63.0,1
89373,2015-2016,63.0,-1
89376,2015-2016,65.0,1
89382,2015-2016,55.0,1
89383,2015-2016,50.0,-1
89389,2015-2016,68.0,1
89391,2015-2016,68.0,1
89395,2015-2016,51.0,-1
89397,2015-2016,52.0,1
89400,2015-2016,52.0,1
89408,2015-2016,50.0,1
89412,2015-2016,62.0,1
89417,2015-2016,48.0,1
89419,2015-2016,58.0,1
89420,2015-2016,67.0,1
89435,2015-2016,46.0,1
89436,2015-2016,33.0,-1
89441,2015-2016,67.0,-1
89442,2015-2016,51.0,-1
89444,2015-2016,48.0,1
89446,2015-2016,61.0,-1
89455,2015-2016,65.0,1
89457,2015-2016,48.0,1
89459,2015-2016,54.0,1
89462,2015-2016,29.0,1
89473,2015-2016,68.0,-1
89474,2015-2016,29.0,1
89483,2015-2016,56.0,1
89491,2015-2016,49.0,1
89494,2015-2016,42.0,1
89495,2015-2016,49.0,1
89511,2015-2016,45.0,1
89514,2015-2016,67.0,1
89518,2015-2016,57.0,1
89523,2015-2016,26.0,1
89524,2015-2016,54.0,1
89533,2015-2016,38.0,1
89536,2015-2016,47.0,1
89537,2015-2016,50.0,1
89538,2015-2016,58.0,1
89540,2015-2016,48.0,-1
89542,2015-2016,62.0,1
89543,2015-2016,64.0,-1
89557,2015-2016,51.0,1
89563,2015-2016,68.0,1
89565,2015-2016,55.0,-1
89568,2015-2016,51.0,1
89572,2015-2016,61.0,1
89573,2015-2016,20.0,1
89574,2015-2016,63.0,1
89575,2015-2016,25.0,1
89582,2015-2016,53.0,-1
89583,2015-2016,38.0,1
89588,2015-2016,62.0,1
89591,2015-2016,39.0,-1
89595,2015-2016,51.0,1
89597,2015-2016,65.0,-1
89599,2015-2016,62.0,1
89602,2015-2016,47.0,1
89611,2015-2016,61.0,1
89616,2015-2016,56.0,1
89618,2015-2016,28.0,-1
89620,2015-2016,27.0,-1
89622,2015-2016,46.0,1
89628,2015-2016,61.0,-1
89632,2015-2016,67.0,-1
89635,2015-2016,65.0,1
89636,2015-2016,66.0,-1
89637,2015-2016,40.0,-1
89640,2015-2016,48.0,1
89641,2015-2016,62.0,-1
89647,2015-2016,47.0,1
89648,2015-2016,55.0,1
89649,2015-2016,60.0,-1
89650,2015-2016,62.0,1
89651,2015-2016,26.0,1
89652,2015-2016,50.0,1
89656,2015-2016,39.0,1
89657,2015-2016,59.0,-1
89659,2015-2016,43.0,1
89662,2015-2016,59.0,1
89669,2015-2016,52.0,1
89676,2015-2016,60.0,1
89677,2015-2016,60.0,-1
89686,2015-2016,52.0,1
89692,2015-2016,64.0,1
89703,2015-2016,67.0,1
89706,2015-2016,35.0,-1
89712,2015-2016,48.0,1
89719,2015-2016,34.0,-1
89720,2015-2016,31.0,-1
89722,2015-2016,48.0,1
89729,2015-2016,50.0,-1
89742,2015-2016,45.0,1
89751,2015-2016,54.0,1
89755,2015-2016,60.0,1
89768,2015-2016,36.0,1
89770,2015-2016,67.0,1
89774,2015-2016,32.0,1
89788,2015-2016,28.0,-1
89790,2015-2016,59.0,1
89793,2015-2016,52.0,-1
89799,2015-2016,33.0,1
89801,2015-2016,67.0,1
89803,2015-2016,61.0,-1
89804,2015-2016,66.0,1
89806,2015-2016,36.0,-1
89807,2015-2016,69.0,1
89809,2015-2016,48.0,1
89813,2015-2016,40.0,1
89814,2015-2016,33.0,-1
89820,2015-2016,35.0,1
89822,2015-2016,60.0,1
89824,2015-2016,60.0,-1
89825,2015-2016,23.0,1
89833,2015-2016,36.0,1
89839,2015-2016,36.0,1
89841,2015-2016,57.0,-1
89844,2015-2016,64.0,1
89849,2015-2016,67.0,1
89851,2015-2016,44.0,1
89855,2015-2016,59.0,-1
89856,2015-2016,42.0,-1
89861,2015-2016,58.0,-1
89864,2015-2016,20.0,-1
89878,2015-2016,47.0,-1
89886,2015-2016,38.0,-1
89889,2015-2016,54.0,1
89894,2015-2016,65.0,1
89911,2015-2016,32.0,1
89913,2015-2016,65.0,1
89918,2015-2016,42.0,1
89921,2015-2016,37.0,1
89925,2015-2016,68.0,1
89935,2015-2016,46.0,1
89939,2015-2016,27.0,1
89942,2015-2016,62.0,1
89948,2015-2016,61.0,-1
89953,2015-2016,65.0,-1
89957,2015-2016,33.0,1
89960,2015-2016,69.0,1
89966,2015-2016,69.0,1
89978,2015-2016,64.0,1
89981,2015-2016,46.0,1
89987,2015-2016,69.0,1
89993,2015-2016,51.0,1
90000,2015-2016,53.0,-1
90007,2015-2016,59.0,1
90009,2015-2016,42.0,1
90011,2015-2016,48.0,1
90016,2015-2016,35.0,1
90020,2015-2016,33.0,-1
90021,2015-2016,64.0,-1
90027,2015-2016,51.0,1
90028,2015-2016,43.0,1
90031,2015-2016,57.0,1
90034,2015-2016,68.0,-1
90046,2015-2016,61.0,-1
90049,2015-2016,46.0,1
90057,2015-2016,68.0,-1
90066,2015-2016,63.0,1
90068,2015-2016,68.0,1
90073,2015-2016,52.0,1
90075,2015-2016,58.0,1
90081,2015-2016,45.0,1
90089,2015-2016,31.0,1
90092,2015-2016,54.0,1
90093,2015-2016,24.0,1
90095,2015-2016,22.0,1
90102,2015-2016,49.0,1
90106,2015-2016,52.0,1
90110,2015-2016,58.0,1
90119,2015-2016,61.0,1
90131,2015-2016,53.0,1
90136,2015-2016,51.0,1
90146,2015-2016,34.0,1
90150,2015-2016,57.0,1
90152,2015-2016,69.0,-1
90154,2015-2016,61.0,1
90156,2015-2016,51.0,1
90157,2015-2016,46.0,1
90163,2015-2016,58.0,-1
90164,2015-2016,59.0,-1
90168,2015-2016,49.0,1
90171,2015-2016,67.0,-1
90172,2015-2016,67.0,1
90175,2015-2016,67.0,1
90182,2015-2016,20.0,1
90184,2015-2016,36.0,1
90186,2015-2016,48.0,1
90191,2015-2016,67.0,1
90194,2015-2016,62.0,-1
90199,2015-2016,33.0,1
90200,2015-2016,58.0,1
90209,2015-2016,39.0,1
90210,2015-2016,53.0,1
90212,2015-2016,61.0,-1
90221,2015-2016,31.0,1
90223,2015-2016,65.0,-1
90235,2015-2016,51.0,1
90239,2015-2016,66.0,1
90240,2015-2016,53.0,-1
90247,2015-2016,53.0,1
90249,2015-2016,63.0,1
90254,2015-2016,59.0,-1
90256,2015-2016,51.0,1
90257,2015-2016,69.0,1
90260,2015-2016,45.0,1
90272,2015-2016,45.0,-1
90273,2015-2016,65.0,1
90282,2015-2016,49.0,1
90285,2015-2016,62.0,1
90293,2015-2016,48.0,-1
90295,2015-2016,48.0,1
90299,2015-2016,54.0,1
90301,2015-2016,65.0,1
90303,2015-2016,56.0,-1
90308,2015-2016,61.0,1
90322,2015-2016,26.0,1
90325,2015-2016,67.0,1
90329,2015-2016,68.0,-1
90330,2015-2016,54.0,1
90337,2015-2016,61.0,-1
90346,2015-2016,69.0,1
90347,2015-2016,65.0,1
90353,2015-2016,50.0,1
90354,2015-2016,43.0,-1
90355,2015-2016,68.0,1
90357,2015-2016,56.0,1
90362,2015-2016,67.0,1
90391,2015-2016,42.0,-1
90396,2015-2016,48.0,1
90397,2015-2016,60.0,1
90399,2015-2016,62.0,1
90409,2015-2016,55.0,1
90412,2015-2016,57.0,1
90416,2015-2016,51.0,-1
90444,2015-2016,62.0,-1
90447,2015-2016,43.0,-1
90449,2015-2016,64.0,1
90452,2015-2016,64.0,-1
90455,2015-2016,57.0,-1
90464,2015-2016,41.0,-1
90473,2015-2016,44.0,1
90480,2015-2016,58.0,1
90481,2015-2016,61.0,-1
90482,2015-2016,63.0,1
90493,2015-2016,46.0,1
90494,2015-2016,37.0,1
90498,2015-2016,42.0,1
90511,2015-2016,60.0,-1
90514,2015-2016,65.0,1
90516,2015-2016,28.0,1
90519,2015-2016,40.0,1
90522,2015-2016,40.0,1
90523,2015-2016,69.0,-1
90525,2015-2016,60.0,1
90528,2015-2016,40.0,1
90530,2015-2016,36.0,1
90532,2015-2016,27.0,1
90534,2015-2016,60.0,1
90547,2015-2016,28.0,1
90549,2015-2016,34.0,1
90551,2015-2016,40.0,1
90555,2015-2016,36.0,1
90559,2015-2016,28.0,1
90565,2015-2016,67.0,-1
90571,2015-2016,58.0,1
90572,2015-2016,39.0,1
90581,2015-2016,44.0,-1
90585,2015-2016,47.0,1
90590,2015-2016,61.0,1
90591,2015-2016,20.0,-1
90594,2015-2016,63.0,1
90597,2015-2016,59.0,-1
90598,2015-2016,61.0,1
90612,2015-2016,50.0,-1
90613,2015-2016,57.0,1
90617,2015-2016,65.0,1
90618,2015-2016,34.0,1
90625,2015-2016,31.0,1
90627,2015-2016,44.0,1
90630,2015-2016,52.0,1
90642,2015-2016,42.0,1
90645,2015-2016,57.0,1
90649,2015-2016,43.0,1
90650,2015-2016,59.0,-1
90661,2015-2016,58.0,-1
90663,2015-2016,68.0,1
90665,2015-2016,66.0,1
90666,2015-2016,68.0,1
90673,2015-2016,53.0,1
90674,2015-2016,68.0,1
90676,2015-2016,63.0,1
90680,2015-2016,55.0,1
90687,2015-2016,55.0,-1
90688,2015-2016,59.0,-1
90692,2015-2016,30.0,1
90694,2015-2016,61.0,1
90696,2015-2016,44.0,1
90698,2015-2016,61.0,1
90701,2015-2016,57.0,1
90702,2015-2016,49.0,-1
90703,2015-2016,35.0,1
90707,2015-2016,50.0,1
90718,2015-2016,31.0,-1
90721,2015-2016,43.0,1
90722,2015-2016,31.0,1
90724,2015-2016,56.0,1
90742,2015-2016,27.0,1
90745,2015-2016,32.0,1
90748,2015-2016,61.0,1
90755,2015-2016,39.0,1
90764,2015-2016,69.0,-1
90766,2015-2016,35.0,-1
90768,2015-2016,48.0,1
90775,2015-2016,53.0,1
90776,2015-2016,40.0,1
90783,2015-2016,47.0,1
90789,2015-2016,46.0,1
90797,2015-2016,62.0,1
90800,2015-2016,32.0,-1
90808,2015-2016,48.0,-1
90811,2015-2016,64.0,1
90812,2015-2016,35.0,1
90813,2015-2016,47.0,-1
90815,2015-2016,44.0,1
90817,2015-2016,61.0,1
90819,2015-2016,51.0,1
90825,2015-2016,65.0,1
90829,2015-2016,65.0,1
90833,2015-2016,24.0,1
90835,2015-2016,68.0,1
90841,2015-2016,54.0,1
90843,2015-2016,63.0,-1
90849,2015-2016,60.0,1
90850,2015-2016,62.0,1
90854,2015-2016,69.0,-1
90856,2015-2016,42.0,1
90859,2015-2016,50.0,1
90872,2015-2016,55.0,1
90875,2015-2016,46.0,1
90878,2015-2016,64.0,-1
90885,2015-2016,20.0,1
90887,2015-2016,28.0,1
90889,2015-2016,47.0,-1
90895,2015-2016,49.0,1
90896,2015-2016,66.0,1
90904,2015-2016,39.0,1
90906,2015-2016,31.0,1
90908,2015-2016,61.0,1
90922,2015-2016,59.0,1
90923,2015-2016,63.0,-1
90926,2015-2016,28.0,1
90927,2015-2016,63.0,-1
90929,2015-2016,65.0,1
90931,2015-2016,35.0,1
90938,2015-2016,55.0,1
90941,2015-2016,65.0,-1
90954,2015-2016,55.0,-1
90958,2015-2016,58.0,-1
90963,2015-2016,39.0,1
90971,2015-2016,58.0,1
90972,2015-2016,40.0,1
90982,2015-2016,62.0,1
90983,2015-2016,37.0,-1
90993,2015-2016,59.0,1
90995,2015-2016,61.0,-1
90999,2015-2016,66.0,-1
91002,2015-2016,59.0,-1
91004,2015-2016,63.0,1
91010,2015-2016,55.0,1
91011,2015-2016,50.0,1
91013,2015-2016,22.0,1
91017,2015-2016,48.0,1
91027,2015-2016,54.0,1
91037,2015-2016,61.0,1
91040,2015-2016,68.0,1
91043,2015-2016,44.0,1
91046,2015-2016,52.0,1
91048,2015-2016,37.0,-1
91052,2015-2016,52.0,1
91062,2015-2016,65.0,1
91064,2015-2016,58.0,1
91065,2015-2016,52.0,1
91074,2015-2016,24.0,-1
91075,2015-2016,51.0,-1
91076,2015-2016,61.0,1
91077,2015-2016,66.0,1
91080,2015-2016,29.0,1
91095,2015-2016,21.0,-1
91098,2015-2016,37.0,1
91099,2015-2016,63.0,1
91100,2015-2016,54.0,-1
91102,2015-2016,51.0,-1
91103,2015-2016,48.0,-1
91109,2015-2016,64.0,1
91113,2015-2016,31.0,1
91114,2015-2016,61.0,-1
91115,2015-2016,34.0,-1
91123,2015-2016,56.0,-1
91126,2015-2016,44.0,-1
91127,2015-2016,61.0,1
91128,2015-2016,54.0,1
91130,2015-2016,60.0,1
91135,2015-2016,54.0,-1
91146,2015-2016,53.0,1
91148,2015-2016,47.0,1
91159,2015-2016,51.0,1
91167,2015-2016,62.0,1
91172,2015-2016,55.0,1
91176,2015-2016,34.0,-1
91177,2015-2016,52.0,1
91183,2015-2016,46.0,-1
91184,2015-2016,59.0,1
91187,2015-2016,63.0,-1
91189,2015-2016,39.0,1
91192,2015-2016,21.0,1
91196,2015-2016,59.0,1
91204,2015-2016,38.0,1
91213,2015-2016,63.0,1
91220,2015-2016,65.0,-1
91232,2015-2016,26.0,1
91239,2015-2016,60.0,1
91247,2015-2016,51.0,1
91253,2015-2016,44.0,1
91259,2015-2016,41.0,1
91261,2015-2016,44.0,1
91266,2015-2016,60.0,-1
91267,2015-2016,66.0,-1
91279,2015-2016,51.0,1
91282,2015-2016,50.0,1
91285,2015-2016,32.0,1
91290,2015-2016,39.0,1
91291,2015-2016,32.0,1
91292,2015-2016,48.0,1
91293,2015-2016,62.0,1
91299,2015-2016,46.0,-1
91302,2015-2016,62.0,1
91309,2015-2016,68.0,-1
91310,2015-2016,65.0,-1
91316,2015-2016,65.0,-1
91319,2015-2016,31.0,1
91321,2015-2016,61.0,-1
91324,2015-2016,43.0,-1
91326,2015-2016,34.0,1
91339,2015-2016,51.0,-1
91343,2015-2016,63.0,1
91345,2015-2016,21.0,1
91347,2015-2016,61.0,1
91353,2015-2016,57.0,1
91354,2015-2016,52.0,1
91356,2015-2016,53.0,-1
91358,2015-2016,43.0,1
91365,2015-2016,58.0,-1
91371,2015-2016,63.0,1
91383,2015-2016,48.0,1
91384,2015-2016,46.0,1
91385,2015-2016,30.0,-1
91389,2015-2016,54.0,1
91391,2015-2016,57.0,-1
91394,2015-2016,37.0,1
91397,2015-2016,49.0,1
91400,2015-2016,46.0,1
91408,2015-2016,60.0,1
91413,2015-2016,40.0,-1
91414,2015-2016,59.0,1
91420,2015-2016,56.0,1
91425,2015-2016,46.0,1
91428,2015-2016,22.0,1
91433,2015-2016,64.0,1
91437,2015-2016,39.0,-1
91442,2015-2016,47.0,1
91447,2015-2016,66.0,1
91450,2015-2016,65.0,1
91454,2015-2016,68.0,1
91461,2015-2016,68.0,1
91468,2015-2016,52.0,-1
91469,2015-2016,69.0,-1
91474,2015-2016,62.0,-1
91478,2015-2016,42.0,1
91482,2015-2016,54.0,1
91493,2015-2016,62.0,-1
91505,2015-2016,45.0,-1
91507,2015-2016,53.0,-1
91512,2015-2016,53.0,1
91513,2015-2016,60.0,1
91526,2015-2016,49.0,1
91527,2015-2016,41.0,1
91529,2015-2016,43.0,1
91536,2015-2016,37.0,1
91547,2015-2016,54.0,-1
91557,2015-2016,60.0,-1
91559,2015-2016,30.0,1
91560,2015-2016,46.0,1
91561,2015-2016,58.0,1
91562,2015-2016,41.0,-1
91564,2015-2016,59.0,1
91569,2015-2016,60.0,1
91578,2015-2016,69.0,1
91579,2015-2016,50.0,1
91582,2015-2016,48.0,1
91585,2015-2016,42.0,1
91586,2015-2016,68.0,1
91589,2015-2016,55.0,1
91594,2015-2016,49.0,1
91599,2015-2016,60.0,-1
91603,2015-2016,47.0,-1
91604,2015-2016,33.0,1
91606,2015-2016,50.0,1
91609,2015-2016,65.0,-1
91611,2015-2016,66.0,1
91615,2015-2016,47.0,1
91618,2015-2016,60.0,1
91624,2015-2016,39.0,1
91626,2015-2016,41.0,1
91627,2015-2016,48.0,1
91633,2015-2016,42.0,1
91637,2015-2016,55.0,1
91638,2015-2016,47.0,1
91639,2015-2016,57.0,1
91641,2015-2016,63.0,1
91643,2015-2016,59.0,1
91647,2015-2016,57.0,1
91652,2015-2016,58.0,1
91653,2015-2016,51.0,1
91667,2015-2016,60.0,1
91670,2015-2016,48.0,1
91671,2015-2016,36.0,-1
91674,2015-2016,63.0,-1
91679,2015-2016,65.0,-1
91681,2015-2016,66.0,1
91683,2015-2016,59.0,1
91699,2015-2016,47.0,-1
91704,2015-2016,50.0,1
91717,2015-2016,55.0,1
91718,2015-2016,58.0,1
91721,2015-2016,26.0,1
91725,2015-2016,57.0,1
91730,2015-2016,53.0,1
91732,2015-2016,55.0,-1
91733,2015-2016,64.0,1
91734,2015-2016,36.0,1
91743,2015-2016,51.0,1
91747,2015-2016,66.0,-1
91752,2015-2016,51.0,1
91753,2015-2016,48.0,1
91756,2015-2016,63.0,1
91758,2015-2016,62.0,1
91759,2015-2016,60.0,1
91771,2015-2016,39.0,1
91772,2015-2016,48.0,1
91785,2015-2016,34.0,1
91792,2015-2016,68.0,1
91793,2015-2016,44.0,1
91804,2015-2016,45.0,1
91806,2015-2016,66.0,1
91809,2015-2016,23.0,1
91811,2015-2016,49.0,1
91816,2015-2016,29.0,1
91817,2015-2016,59.0,1
91824,2015-2016,60.0,1
91825,2015-2016,60.0,-1
91826,2015-2016,42.0,-1
91829,2015-2016,49.0,1
91842,2015-2016,49.0,1
91846,2015-2016,56.0,1
91850,2015-2016,64.0,1
91856,2015-2016,58.0,-1
91859,2015-2016,55.0,1
91861,2015-2016,46.0,-1
91865,2015-2016,58.0,1
91875,2015-2016,69.0,1
91880,2015-2016,55.0,1
91886,2015-2016,66.0,1
91887,2015-2016,28.0,1
91889,2015-2016,66.0,1
91890,2015-2016,60.0,-1
91907,2015-2016,54.0,1
91911,2015-2016,51.0,-1
91915,2015-2016,67.0,1
91919,2015-2016,43.0,1
91922,2015-2016,39.0,-1
91924,2015-2016,58.0,1
91930,2015-2016,34.0,1
91931,2015-2016,55.0,1
91932,2015-2016,51.0,1
91938,2015-2016,32.0,1
91944,2015-2016,31.0,1
91950,2015-2016,61.0,1
91952,2015-2016,42.0,1
91956,2015-2016,61.0,1
91960,2015-2016,67.0,-1
91962,2015-2016,63.0,-1
91965,2015-2016,38.0,1
91966,2015-2016,40.0,-1
91970,2015-2016,59.0,1
91974,2015-2016,40.0,1
91978,2015-2016,22.0,1
91983,2015-2016,38.0,1
91992,2015-2016,66.0,-1
91995,2015-2016,54.0,1
91997,2015-2016,35.0,1
92007,2015-2016,37.0,1
92019,2015-2016,66.0,-1
92020,2015-2016,51.0,1
92026,2015-2016,42.0,1
92027,2015-2016,65.0,1
92038,2015-2016,39.0,1
92045,2015-2016,40.0,-1
92049,2015-2016,56.0,1
92052,2015-2016,61.0,1
92055,2015-2016,66.0,1
92058,2015-2016,65.0,1
92060,2015-2016,65.0,1
92070,2015-2016,64.0,-1
92076,2015-2016,59.0,1
92081,2015-2016,49.0,1
92094,2015-2016,63.0,1
92101,2015-2016,69.0,-1
92106,2015-2016,56.0,1
92109,2015-2016,50.0,1
92112,2015-2016,41.0,1
92116,2015-2016,63.0,-1
92121,2015-2016,57.0,1
92126,2015-2016,63.0,1
92130,2015-2016,56.0,-1
92131,2015-2016,61.0,1
92134,2015-2016,29.0,-1
92135,2015-2016,61.0,-1
92140,2015-2016,48.0,1
92141,2015-2016,60.0,1
92143,2015-2016,67.0,1
92149,2015-2016,33.0,-1
92151,2015-2016,64.0,-1
92156,2015-2016,50.0,1
92157,2015-2016,51.0,-1
92158,2015-2016,57.0,-1
92168,2015-2016,69.0,1
92170,2015-2016,64.0,1
92199,2015-2016,47.0,1
92202,2015-2016,65.0,1
92212,2015-2016,33.0,-1
92216,2015-2016,31.0,1
92217,2015-2016,64.0,-1
92218,2015-2016,64.0,1
92219,2015-2016,63.0,1
92233,2015-2016,49.0,1
92234,2015-2016,29.0,1
92243,2015-2016,62.0,-1
92247,2015-2016,57.0,1
92251,2015-2016,57.0,1
92252,2015-2016,63.0,1
92253,2015-2016,64.0,1
92254,2015-2016,45.0,-1
92256,2015-2016,53.0,1
92260,2015-2016,50.0,-1
92263,2015-2016,29.0,-1
92271,2015-2016,63.0,1
92275,2015-2016,42.0,1
92276,2015-2016,68.0,1
92277,2015-2016,45.0,1
92283,2015-2016,68.0,1
92286,2015-2016,65.0,1
92291,2015-2016,27.0,1
92299,2015-2016,55.0,-1
92302,2015-2016,33.0,1
92309,2015-2016,62.0,-1
92312,2015-2016,59.0,-1
92316,2015-2016,54.0,1
92320,2015-2016,29.0,1
92326,2015-2016,29.0,1
92331,2015-2016,57.0,-1
92333,2015-2016,40.0,-1
92337,2015-2016,55.0,1
92340,2015-2016,64.0,1
92347,2015-2016,46.0,1
92353,2015-2016,47.0,1
92356,2015-2016,54.0,1
92359,2015-2016,66.0,1
92366,2015-2016,49.0,1
92368,2015-2016,54.0,1
92369,2015-2016,26.0,1
92374,2015-2016,28.0,1
92377,2015-2016,45.0,1
92386,2015-2016,57.0,1
92389,2015-2016,63.0,1
92390,2015-2016,47.0,1
92393,2015-2016,42.0,-1
92394,2015-2016,59.0,1
92404,2015-2016,22.0,1
92405,2015-2016,25.0,1
92407,2015-2016,54.0,1
92409,2015-2016,59.0,-1
92412,2015-2016,40.0,1
92413,2015-2016,45.0,1
92417,2015-2016,37.0,1
92418,2015-2016,48.0,1
92420,2015-2016,43.0,1
92424,2015-2016,65.0,-1
92429,2015-2016,52.0,1
92435,2015-2016,65.0,-1
92436,2015-2016,62.0,1
92437,2015-2016,50.0,-1
92440,2015-2016,56.0,-1
92443,2015-2016,32.0,1
92448,2015-2016,65.0,1
92455,2015-2016,49.0,1
92459,2015-2016,58.0,1
92476,2015-2016,27.0,1
92480,2015-2016,46.0,1
92482,2015-2016,62.0,-1
92485,2015-2016,30.0,-1
92486,2015-2016,40.0,-1
92487,2015-2016,69.0,1
92495,2015-2016,63.0,1
92500,2015-2016,56.0,1
92503,2015-2016,36.0,-1
92504,2015-2016,40.0,1
92505,2015-2016,48.0,1
92511,2015-2016,33.0,1
92513,2015-2016,65.0,1
92524,2015-2016,54.0,-1
92526,2015-2016,22.0,1
92527,2015-2016,55.0,1
92529,2015-2016,55.0,1
92532,2015-2016,55.0,-1
92535,2015-2016,62.0,1
92538,2015-2016,26.0,1
92539,2015-2016,61.0,1
92540,2015-2016,50.0,1
92542,2015-2016,36.0,-1
92544,2015-2016,62.0,0
92548,2015-2016,58.0,-1
92554,2015-2016,56.0,1
92555,2015-2016,37.0,1
92556,2015-2016,30.0,1
92559,2015-2016,41.0,-1
92562,2015-2016,51.0,-1
92567,2015-2016,51.0,1
92568,2015-2016,55.0,1
92573,2015-2016,42.0,1
92579,2015-2016,63.0,1
92584,2015-2016,39.0,1
92598,2015-2016,64.0,-1
92609,2015-2016,60.0,-1
92614,2015-2016,43.0,1
92622,2015-2016,69.0,1
92624,2015-2016,23.0,1
92625,2015-2016,38.0,1
92628,2015-2016,68.0,-1
92641,2015-2016,56.0,1
92642,2015-2016,34.0,1
92644,2015-2016,51.0,-1
92645,2015-2016,60.0,1
92647,2015-2016,65.0,1
92648,2015-2016,56.0,1
92654,2015-2016,49.0,1
92662,2015-2016,59.0,1
92663,2015-2016,37.0,1
92664,2015-2016,54.0,1
92667,2015-2016,60.0,1
92674,2015-2016,45.0,1
92687,2015-2016,38.0,1
92689,2015-2016,44.0,-1
92690,2015-2016,61.0,1
92696,2015-2016,55.0,-1
92698,2015-2016,49.0,1
92702,2015-2016,46.0,1
92703,2015-2016,51.0,1
92714,2015-2016,65.0,1
92716,2015-2016,67.0,-1
92722,2015-2016,24.0,1
92724,2015-2016,31.0,-1
92725,2015-2016,38.0,1
92726,2015-2016,64.0,-1
92731,2015-2016,57.0,1
92743,2015-2016,54.0,1
92744,2015-2016,63.0,-1
92750,2015-2016,53.0,-1
92751,2015-2016,57.0,-1
92752,2015-2016,54.0,1
92753,2015-2016,41.0,1
92758,2015-2016,57.0,1
92764,2015-2016,48.0,1
92775,2015-2016,53.0,1
92777,2015-2016,47.0,-1
92788,2015-2016,31.0,1
92789,2015-2016,57.0,-1
92797,2015-2016,57.0,1
92804,2015-2016,37.0,1
92808,2015-2016,34.0,1
92814,2015-2016,56.0,-1
92819,2015-2016,44.0,1
92820,2015-2016,31.0,-1
92823,2015-2016,34.0,1
92824,2015-2016,60.0,1
92828,2015-2016,60.0,1
92829,2015-2016,45.0,-1
92831,2015-2016,61.0,1
92838,2015-2016,47.0,-1
92839,2015-2016,60.0,1
92841,2015-2016,42.0,1
92848,2015-2016,65.0,1
92851,2015-2016,69.0,1
92854,2015-2016,57.0,1
92856,2015-2016,27.0,1
92857,2015-2016,48.0,1
92859,2015-2016,69.0,1
92871,2015-2016,23.0,1
92872,2015-2016,55.0,1
92874,2015-2016,45.0,1
92876,2015-2016,62.0,-1
92882,2015-2016,66.0,1
92890,2015-2016,33.0,1
92891,2015-2016,49.0,1
92893,2015-2016,66.0,1
92895,2015-2016,52.0,1
92897,2015-2016,60.0,-1
92900,2015-2016,64.0,1
92901,2015-2016,54.0,-1
92903,2015-2016,68.0,1
92904,2015-2016,34.0,1
92909,2015-2016,31.0,1
92911,2015-2016,51.0,1
92912,2015-2016,52.0,1
92914,2015-2016,65.0,1
92915,2015-2016,45.0,-1
92921,2015-2016,55.0,1
92923,2015-2016,29.0,-1
92926,2015-2016,40.0,1
92936,2015-2016,61.0,1
92950,2015-2016,52.0,1
92970,2015-2016,25.0,-1
92971,2015-2016,52.0,1
92978,2015-2016,64.0,-1
92981,2015-2016,68.0,1
92984,2015-2016,64.0,1
92988,2015-2016,51.0,1
92989,2015-2016,65.0,-1
92995,2015-2016,54.0,-1
93004,2015-2016,60.0,1
93008,2015-2016,53.0,1
93010,2015-2016,63.0,1
93011,2015-2016,61.0,1
93036,2015-2016,52.0,-1
93039,2015-2016,49.0,1
93043,2015-2016,67.0,1
93048,2015-2016,46.0,1
93054,2015-2016,49.0,1
93057,2015-2016,43.0,1
93063,2015-2016,42.0,1
93068,2015-2016,59.0,1
93070,2015-2016,56.0,1
93072,2015-2016,55.0,1
93073,2015-2016,33.0,1
93074,2015-2016,44.0,1
93081,2015-2016,54.0,-1
93085,2015-2016,56.0,1
93086,2015-2016,48.0,1
93087,2015-2016,64.0,-1
93093,2015-2016,45.0,1
93094,2015-2016,56.0,-1
93095,2015-2016,34.0,-1
93099,2015-2016,59.0,-1
93101,2015-2016,36.0,1
93109,2015-2016,67.0,1
93111,2015-2016,63.0,-1
93113,2015-2016,56.0,1
93116,2015-2016,47.0,-1
93122,2015-2016,58.0,-1
93130,2015-2016,63.0,1
93131,2015-2016,66.0,1
93141,2015-2016,46.0,-1
93142,2015-2016,64.0,1
93143,2015-2016,68.0,-1
93149,2015-2016,38.0,1
93153,2015-2016,62.0,1
93154,2015-2016,61.0,1
93157,2015-2016,51.0,1
93173,2015-2016,62.0,1
93178,2015-2016,20.0,1
